,Date,City,CO,NO2,SO2,O3,PM25,PM10,AQI
2725,2025-04-24 13:00:00+00:00,Dubai,434,22.3,16.8,116,32.7,69.2,83.35667
2726,2025-04-24 14:00:00+00:00,Dubai,519,28.1,17.9,111,33.9,70.1,82.096664
2727,2025-04-24 15:00:00+00:00,Dubai,600,32.8,19.4,107,34.5,70.1,80.68
2728,2025-04-24 16:00:00+00:00,Dubai,685,35,21.3,104,35.7,69.8,79.14667
2729,2025-04-24 17:00:00+00:00,Dubai,767,36.2,23.6,102,36.9,70.1,77.415
2730,2025-04-24 18:00:00+00:00,Dubai,789,38,25.6,99,38.3,70.3,75.95166
2731,2025-04-24 19:00:00+00:00,Dubai,707,41.3,27.3,95,39.5,70.5,74.98167
2732,2025-04-24 20:00:00+00:00,Dubai,565,45.2,28.8,89,39.8,69.6,74.46833
2733,2025-04-24 21:00:00+00:00,Dubai,437,48.7,29.7,82,39.7,67.3,74.223335
2734,2025-04-24 22:00:00+00:00,Dubai,341,51.8,29.9,72,39.5,64.3,74.01833
2735,2025-04-24 23:00:00+00:00,Dubai,259,54.6,29.6,61,39.7,61.7,73.76666
2736,2025-04-25 00:00:00+00:00,Dubai,208,56.4,32.4,55,44.8,72.9,73.35166
2737,2025-04-25 01:00:00+00:00,Dubai,206,58.7,30.9,45,44.5,70.8,73.03834
2738,2025-04-25 02:00:00+00:00,Dubai,235,62,28.9,32,46.4,67.8,72.60833
2739,2025-04-25 03:00:00+00:00,Dubai,253,64.3,28.8,26,50.1,71.7,72.135
2740,2025-04-25 04:00:00+00:00,Dubai,232,64.5,32.6,32,49.9,80.8,71.75834
2741,2025-04-25 05:00:00+00:00,Dubai,201,63.8,38.2,45,53.3,100.1,72.03
2742,2025-04-25 06:00:00+00:00,Dubai,207,64.1,41.8,62,55.9,109.9,72.45667
2743,2025-04-25 07:00:00+00:00,Dubai,288,67.7,41.7,83,54.9,122,72.94
2744,2025-04-25 08:00:00+00:00,Dubai,406,72.4,39.7,108,61.7,124.8,73.35334
2745,2025-04-25 09:00:00+00:00,Dubai,500,73.4,36.8,128,66.1,113.9,73.99333
2746,2025-04-25 10:00:00+00:00,Dubai,531,67.4,33.1,141,58.6,103.8,74.840004
2747,2025-04-25 11:00:00+00:00,Dubai,537,57.7,28.5,151,51.8,92.2,75.49333
2748,2025-04-25 12:00:00+00:00,Dubai,571,43.6,19,162,51.6,92.4,75.99
2749,2025-04-25 13:00:00+00:00,Dubai,666,46,16.7,150,51.3,96.2,76.659996
2750,2025-04-25 14:00:00+00:00,Dubai,790,49.5,13.7,132,50.8,90.3,77.28
2751,2025-04-25 15:00:00+00:00,Dubai,893,52.5,12.1,116,50.3,87.3,77.84333
2752,2025-04-25 16:00:00+00:00,Dubai,956,53.6,12.8,104,50.6,86.1,78.37
2753,2025-04-25 17:00:00+00:00,Dubai,999,54.3,15,93,49.9,88.5,78.86666
2754,2025-04-25 18:00:00+00:00,Dubai,1037,57.7,17.8,81,52.4,90.3,79.299995
2755,2025-04-25 19:00:00+00:00,Dubai,1087,66.8,22,66,56.6,94.8,79.77
2756,2025-04-25 20:00:00+00:00,Dubai,1131,78.6,27,49,60.5,101.3,80.340004
2757,2025-04-25 21:00:00+00:00,Dubai,1135,86.7,29.9,36,62.6,103.8,81.03
2758,2025-04-25 22:00:00+00:00,Dubai,1076,87.9,29.1,28,62.2,102.9,81.79333
2759,2025-04-25 23:00:00+00:00,Dubai,976,85.3,26.4,23,63.6,102,82.54999
2760,2025-04-26 00:00:00+00:00,Dubai,863,90,21.5,14,71.7,111.8,83.346664
2761,2025-04-26 01:00:00+00:00,Dubai,732,87.1,21.6,14,68.7,106.6,84.243324
2762,2025-04-26 02:00:00+00:00,Dubai,589,83.2,22,15,66.4,101.7,85.04999
2763,2025-04-26 03:00:00+00:00,Dubai,477,80.6,24.7,18,67.1,99.7,85.71667
2764,2025-04-26 04:00:00+00:00,Dubai,424,79.6,31.5,25,67.5,104.5,86.28333
2765,2025-04-26 05:00:00+00:00,Dubai,403,79.9,40.6,34,67.8,111.1,86.869995
2766,2025-04-26 06:00:00+00:00,Dubai,376,82.7,48,47,65.9,112.9,87.35333
2767,2025-04-26 07:00:00+00:00,Dubai,319,89.5,52.7,67,69.2,115,87.68666
2768,2025-04-26 08:00:00+00:00,Dubai,257,98.9,55.8,91,78.2,123.9,88.16333
2769,2025-04-26 09:00:00+00:00,Dubai,225,107.7,56.4,103,74.7,120.6,88.71333
2770,2025-04-26 10:00:00+00:00,Dubai,246,115.5,53.3,96,66.4,110.4,89
2771,2025-04-26 11:00:00+00:00,Dubai,297,122.7,47.8,77,61.2,98.7,89.259995
2772,2025-04-26 12:00:00+00:00,Dubai,351,126,50.6,65,65,115,89.573326
2773,2025-04-26 13:00:00+00:00,Dubai,402,123,45.5,57,61.9,112.5,90.02
2774,2025-04-26 14:00:00+00:00,Dubai,456,118.1,38.4,46,59.8,107.6,90.37332
2775,2025-04-26 15:00:00+00:00,Dubai,498,108.7,32,43,54.8,100.8,90.67333
2776,2025-04-26 16:00:00+00:00,Dubai,527,89.4,26.9,56,48.1,90.8,90.82333
2777,2025-04-26 17:00:00+00:00,Dubai,543,65.6,22.6,77,44.5,84.3,90.740005
2778,2025-04-26 18:00:00+00:00,Dubai,536,50.5,20.1,88,43.5,80.6,90.560005
2779,2025-04-26 19:00:00+00:00,Dubai,492,52.7,20.7,79,43.5,75.9,90.263336
2780,2025-04-26 20:00:00+00:00,Dubai,424,63.6,23,60,43.1,70.8,89.82667
2781,2025-04-26 21:00:00+00:00,Dubai,360,71.2,24.3,44,42.4,69.8,89.24667
2782,2025-04-26 22:00:00+00:00,Dubai,300,70.4,23.2,38,42.3,71,88.57334
2783,2025-04-26 23:00:00+00:00,Dubai,244,66.3,21.1,35,42.3,71.9,87.91
2784,2025-04-27 00:00:00+00:00,Dubai,219,55.5,18.9,34,39.2,67.3,87.200005
2785,2025-04-27 01:00:00+00:00,Dubai,257,53.9,17.8,29,35.7,60.5,86.11668
2786,2025-04-27 02:00:00+00:00,Dubai,326,51.8,16.6,22,33.9,55.3,85.01667
2787,2025-04-27 03:00:00+00:00,Dubai,363,51,17.4,19,39.2,58.1,83.933334
2788,2025-04-27 04:00:00+00:00,Dubai,331,52.5,22.4,21,50.6,70.3,83.00333
2789,2025-04-27 05:00:00+00:00,Dubai,266,55.2,29.4,27,53.6,77.3,82.439995
2790,2025-04-27 06:00:00+00:00,Dubai,215,57.9,34.4,37,49.8,77.3,81.96666
2791,2025-04-27 07:00:00+00:00,Dubai,188,60.4,35.5,55,46.4,73.6,81.42999
2792,2025-04-27 08:00:00+00:00,Dubai,174,63,34.6,77,47.1,73.3,80.670006
2793,2025-04-27 09:00:00+00:00,Dubai,191,64.6,33.1,91,51.2,77.1,79.63334
2794,2025-04-27 10:00:00+00:00,Dubai,259,64.6,31.1,91,48.2,71.5,78.85
2795,2025-04-27 11:00:00+00:00,Dubai,356,63.7,28.6,82,42.4,63.1,78.24333
2796,2025-04-27 12:00:00+00:00,Dubai,439,56.4,33.1,161,50.3,74.3,77.61666
2797,2025-04-27 13:00:00+00:00,Dubai,481,55.4,30.5,147,48.5,71.9,77.12667
2798,2025-04-27 14:00:00+00:00,Dubai,508,53.8,26.9,128,48.3,71.7,76.68
2799,2025-04-27 15:00:00+00:00,Dubai,551,50,23.6,114,49.1,73.3,76.29667
2800,2025-04-27 16:00:00+00:00,Dubai,636,41.7,20.9,112,46.4,72.9,76.10666
2801,2025-04-27 17:00:00+00:00,Dubai,736,31.3,18.6,115,43.1,70.3,76.05
2802,2025-04-27 18:00:00+00:00,Dubai,803,24.8,16.9,114,39.3,66.4,76.003334
2803,2025-04-27 19:00:00+00:00,Dubai,828,25.3,16.2,105,36.4,62.2,75.863335
2804,2025-04-27 20:00:00+00:00,Dubai,820,29.7,16.1,92,35,59.1,75.62667
2805,2025-04-27 21:00:00+00:00,Dubai,754,34.9,16.5,78,35.6,57.7,75.35667
2806,2025-04-27 22:00:00+00:00,Dubai,575,40.5,17.3,64,38.2,58.1,75.13
2807,2025-04-27 23:00:00+00:00,Dubai,338,46.8,18.6,50,38.2,55.9,74.99333
2808,2025-04-28 00:00:00+00:00,Dubai,182,57.7,20.4,33,41,58.7,74.85666
2809,2025-04-28 01:00:00+00:00,Dubai,190,56.6,18.6,28,38.5,56.1,74.91667
2810,2025-04-28 02:00:00+00:00,Dubai,278,55.4,16.6,22,38.5,56.2,75.01
2811,2025-04-28 03:00:00+00:00,Dubai,339,57.8,17.8,20,45.8,62.6,75.16334
2812,2025-04-28 04:00:00+00:00,Dubai,319,67.9,26.1,23,62.4,78.7,75.38333
2813,2025-04-28 05:00:00+00:00,Dubai,271,81.5,37.8,29,68.2,90.3,75.776665
2814,2025-04-28 06:00:00+00:00,Dubai,243,89.2,44.8,41,69.8,95.9,76.263336
2815,2025-04-28 07:00:00+00:00,Dubai,260,86.2,42.8,60,59.6,87.1,76.93
2816,2025-04-28 08:00:00+00:00,Dubai,297,77.3,36.2,84,54.5,79.4,77.37
2817,2025-04-28 09:00:00+00:00,Dubai,325,67.6,30.2,107,48.9,71.7,77.61666
2818,2025-04-28 10:00:00+00:00,Dubai,328,56.9,26.7,129,45.4,67.8,77.54
2819,2025-04-28 11:00:00+00:00,Dubai,322,45.5,23.9,150,43.5,65.7,77.44666
2820,2025-04-28 12:00:00+00:00,Dubai,330,28.6,21.2,172,34,47.4,77.48334
2821,2025-04-28 13:00:00+00:00,Dubai,369,32.7,20.1,159,34.8,49.1,76.939995
2822,2025-04-28 14:00:00+00:00,Dubai,423,38.1,18.6,141,35.3,52.4,76.48334
2823,2025-04-28 15:00:00+00:00,Dubai,463,40.7,17.2,126,35.4,56.2,76.05
2824,2025-04-28 16:00:00+00:00,Dubai,478,36.3,15.8,121,35.7,60.8,75.59333
2825,2025-04-28 17:00:00+00:00,Dubai,479,29.2,14.6,118,34.6,60.8,75.23667
2826,2025-04-28 18:00:00+00:00,Dubai,476,27.6,14.4,111,34.7,61.5,74.95333
2827,2025-04-28 19:00:00+00:00,Dubai,473,37.5,16.2,92,37.4,65.4,74.8
2828,2025-04-28 20:00:00+00:00,Dubai,465,52.9,19,67,41.7,69.2,74.833336
2829,2025-04-28 21:00:00+00:00,Dubai,444,64.9,20.9,47,41.2,63.6,75.05667
2830,2025-04-28 22:00:00+00:00,Dubai,394,70,21,34,38,56.6,75.24333
2831,2025-04-28 23:00:00+00:00,Dubai,331,71.7,20.1,25,36.3,55.9,75.23667
2832,2025-04-29 00:00:00+00:00,Dubai,293,71.9,20.7,24,34.9,57.5,75.17333
2833,2025-04-29 01:00:00+00:00,Dubai,309,68.7,19.5,24,34,58.7,74.97001
2834,2025-04-29 02:00:00+00:00,Dubai,350,64.6,18.2,23,34.2,61.2,74.82001
2835,2025-04-29 03:00:00+00:00,Dubai,370,64.4,19.9,25,41.2,68.9,74.676674
2836,2025-04-29 04:00:00+00:00,Dubai,324,72.5,28.2,29,54.5,82.7,74.52333
2837,2025-04-29 05:00:00+00:00,Dubai,256,84.5,39.5,35,61.2,100.1,74.26
2838,2025-04-29 06:00:00+00:00,Dubai,250,92,46.3,44,67.5,113.6,74.02667
2839,2025-04-29 07:00:00+00:00,Dubai,381,91.9,44.6,60,66.4,114.1,73.950005
2840,2025-04-29 08:00:00+00:00,Dubai,574,87.3,38.5,79,53.3,96.9,74.17667
2841,2025-04-29 09:00:00+00:00,Dubai,687,79.6,32.2,96,42.8,79.9,74.13667
2842,2025-04-29 10:00:00+00:00,Dubai,630,66.4,26.8,109,37,70.8,73.93334
2843,2025-04-29 11:00:00+00:00,Dubai,493,49.9,21.3,120,32.9,63.6,73.653336
2844,2025-04-29 12:00:00+00:00,Dubai,403,44.9,17.9,139,29.5,49.7,73.3
2845,2025-04-29 13:00:00+00:00,Dubai,424,45,16.6,130,29.2,48.7,73.15001
2846,2025-04-29 14:00:00+00:00,Dubai,491,44.8,14.8,117,28.8,45.5,72.96333
2847,2025-04-29 15:00:00+00:00,Dubai,539,42.9,13.2,107,28.8,44.7,72.746666
2848,2025-04-29 16:00:00+00:00,Dubai,542,36.7,12,104,28.2,46,72.526665
2849,2025-04-29 17:00:00+00:00,Dubai,525,28.8,11,105,26.4,44.8,72.27667
2850,2025-04-29 18:00:00+00:00,Dubai,497,25,10.6,101,24.4,43,72.003334
2851,2025-04-29 19:00:00+00:00,Dubai,457,28.8,11.3,89,23.6,42.4,71.66
2852,2025-04-29 20:00:00+00:00,Dubai,406,36.7,12.6,73,25.3,43.1,71.200005
2853,2025-04-29 21:00:00+00:00,Dubai,355,44.3,13.9,57,26.8,41.2,70.653336
2854,2025-04-29 22:00:00+00:00,Dubai,298,51,15.2,43,26.5,38.2,70.17333
2855,2025-04-29 23:00:00+00:00,Dubai,241,57.3,16.5,29,25.4,37.8,69.79
2856,2025-04-30 00:00:00+00:00,Dubai,213,68.1,18.2,15,26.1,41.8,69.42667
2857,2025-04-30 01:00:00+00:00,Dubai,214,61.9,17.1,15,26.3,44.7,69.13333
2858,2025-04-30 02:00:00+00:00,Dubai,244,53.7,15.9,14,27.7,48.1,68.87666
2859,2025-04-30 03:00:00+00:00,Dubai,329,50.1,17.1,17,35.2,57.3,68.659996
2860,2025-04-30 04:00:00+00:00,Dubai,522,55.8,23.3,23,49.8,75.4,68.46
2861,2025-04-30 05:00:00+00:00,Dubai,770,66.1,31.9,32,57.3,93.1,68.30333
2862,2025-04-30 06:00:00+00:00,Dubai,938,74,37.5,44,61.9,106.2,68.17333
2863,2025-04-30 07:00:00+00:00,Dubai,970,77.8,37.5,60,61.9,109.4,67.98667
2864,2025-04-30 08:00:00+00:00,Dubai,923,79.2,34.5,80,57.9,103.6,67.83667
2865,2025-04-30 09:00:00+00:00,Dubai,826,75.8,30.7,95,47.8,87.1,67.99
2866,2025-04-30 10:00:00+00:00,Dubai,650,64,26.1,103,38.9,74.7,68.15667
2867,2025-04-30 11:00:00+00:00,Dubai,424,47.5,20.7,108,33.4,68.5,68.22
2868,2025-04-30 12:00:00+00:00,Dubai,273,24.2,16.1,121,24.6,48.2,68.23667
2869,2025-04-30 13:00:00+00:00,Dubai,269,25,16.8,115,23.7,47.1,68.07334
2870,2025-04-30 14:00:00+00:00,Dubai,339,26,17.7,106,25,50.4,67.89001
2871,2025-04-30 15:00:00+00:00,Dubai,386,26.5,18.3,100,27.1,54.9,67.763336
2872,2025-04-30 16:00:00+00:00,Dubai,368,25.6,18.2,98,28.6,61.5,67.70667
2873,2025-04-30 17:00:00+00:00,Dubai,326,24.1,17.6,99,29.8,65.4,67.72
2874,2025-04-30 18:00:00+00:00,Dubai,292,23.5,17.1,99,31.4,68.5,67.833336
2875,2025-04-30 19:00:00+00:00,Dubai,278,23.8,16.6,100,34.3,72.6,68.066666
2876,2025-04-30 20:00:00+00:00,Dubai,270,25,16.1,100,37,76.1,68.423325
2877,2025-04-30 21:00:00+00:00,Dubai,260,27.9,15.9,94,38.5,77.5,68.81333
2878,2025-04-30 22:00:00+00:00,Dubai,237,34.2,16.1,76,39.2,75.2,69.20333
2879,2025-04-30 23:00:00+00:00,Dubai,211,42.3,16.6,52,36.7,64.3,69.62666
2880,2025-05-01 00:00:00+00:00,Dubai,203,44.9,16.9,37,33.9,56.7,70.003334
2881,2025-05-01 01:00:00+00:00,Dubai,213,45.6,16.4,31,31.9,51.1,70.263336
2882,2025-05-01 02:00:00+00:00,Dubai,242,46.7,16.1,24,31.3,50.8,70.45
2883,2025-05-01 03:00:00+00:00,Dubai,307,48.7,18.7,21,36.7,57.4,70.57
2884,2025-05-01 04:00:00+00:00,Dubai,456,53.3,27.8,26,46,71.9,70.62
2885,2025-05-01 05:00:00+00:00,Dubai,641,58.9,39.7,36,48.4,86.8,70.49333
2886,2025-05-01 06:00:00+00:00,Dubai,742,61.1,46.6,49,44.9,91.5,70.19667
2887,2025-05-01 07:00:00+00:00,Dubai,681,57.1,43.9,68,43.4,88.7,69.630005
2888,2025-05-01 08:00:00+00:00,Dubai,535,49.6,36.2,90,40.3,86.4,69.013336
2889,2025-05-01 09:00:00+00:00,Dubai,414,42.6,28.9,111,40.7,87.3,68.426674
2890,2025-05-01 10:00:00+00:00,Dubai,354,36.4,23.6,132,40.7,87.3,68.19001
2891,2025-05-01 11:00:00+00:00,Dubai,318,30.5,18.8,151,40.5,82.9,68.25
2892,2025-05-01 12:00:00+00:00,Dubai,313,17.7,13.5,167,33.1,71.5,68.48667
2893,2025-05-01 13:00:00+00:00,Dubai,346,23.5,13.3,156,33.4,63.6,68.77
2894,2025-05-01 14:00:00+00:00,Dubai,409,31.5,13.1,140,34.3,60.8,69.09333
2895,2025-05-01 15:00:00+00:00,Dubai,479,37.6,13.1,126,35,59.8,69.403336
2896,2025-05-01 16:00:00+00:00,Dubai,557,40.2,13.6,116,36.7,61.2,69.666664
2897,2025-05-01 17:00:00+00:00,Dubai,641,40.9,14.3,107,37.4,62.4,69.93667
2898,2025-05-01 18:00:00+00:00,Dubai,711,40.8,15,99,38.5,64.5,70.19
2899,2025-05-01 19:00:00+00:00,Dubai,764,40.1,15.5,93,39.8,67.5,70.42667
2900,2025-05-01 20:00:00+00:00,Dubai,801,38.7,15.9,87,36.9,68.5,70.61
2901,2025-05-01 21:00:00+00:00,Dubai,805,37.2,16.2,83,34.3,66.1,70.606674
2902,2025-05-01 22:00:00+00:00,Dubai,749,35.3,16.3,79,31.8,64,70.46667
2903,2025-05-01 23:00:00+00:00,Dubai,659,33.2,16.4,76,30.3,61.9,70.22
2904,2025-05-02 00:00:00+00:00,Dubai,595,27.2,14.3,77,25.9,54.7,70.00667
2905,2025-05-02 01:00:00+00:00,Dubai,577,32.1,15.7,71,25.8,53.6,69.74
2906,2025-05-02 02:00:00+00:00,Dubai,586,38.9,17.7,62,26.7,53.9,69.53667
2907,2025-05-02 03:00:00+00:00,Dubai,619,44.1,20.1,59,32.5,59.8,69.38333
2908,2025-05-02 04:00:00+00:00,Dubai,714,46.9,23.6,64,38.4,68.5,69.24333
2909,2025-05-02 05:00:00+00:00,Dubai,834,48.2,27.6,74,42.4,74,68.990005
2910,2025-05-02 06:00:00+00:00,Dubai,868,47.3,29.7,87,42.4,76.1,68.79
2911,2025-05-02 07:00:00+00:00,Dubai,728,42.6,28.7,106,42.3,78,68.70667
2912,2025-05-02 08:00:00+00:00,Dubai,501,35.8,26,129,43.8,79.9,68.67
2913,2025-05-02 09:00:00+00:00,Dubai,342,30.9,23.2,146,44.1,78.5,68.78667
2914,2025-05-02 10:00:00+00:00,Dubai,317,29.3,20.6,156,43.5,77.3,68.9
2915,2025-05-02 11:00:00+00:00,Dubai,360,29.6,17.9,161,41.7,76.4,68.99333
2916,2025-05-02 12:00:00+00:00,Dubai,419,24.8,18.1,158,30.6,62.9,69.03333
2917,2025-05-02 13:00:00+00:00,Dubai,493,31.1,17,142,30.4,58.6,68.95
2918,2025-05-02 14:00:00+00:00,Dubai,583,39.8,15.5,119,29.4,53.8,68.85
2919,2025-05-02 15:00:00+00:00,Dubai,645,46.5,14.7,99,30.7,50.4,68.68667
2920,2025-05-02 16:00:00+00:00,Dubai,657,49.7,15.3,86,32,50.1,68.54333
2921,2025-05-02 17:00:00+00:00,Dubai,640,50.9,16.6,76,32.7,50.4,68.38667
2922,2025-05-02 18:00:00+00:00,Dubai,617,49.9,17.2,70,33.1,50.6,68.229996
2923,2025-05-02 19:00:00+00:00,Dubai,596,45.8,16.6,71,33.1,50.4,68.049995
2924,2025-05-02 20:00:00+00:00,Dubai,568,39.5,15.4,76,29.2,47.6,67.82667
2925,2025-05-02 21:00:00+00:00,Dubai,530,33.6,14.2,81,24.9,43.8,67.57
2926,2025-05-02 22:00:00+00:00,Dubai,472,28.2,13.1,85,22.2,41.9,67.25667
2927,2025-05-02 23:00:00+00:00,Dubai,404,23.1,12,90,20.7,42.8,66.93666
2928,2025-05-03 00:00:00+00:00,Dubai,354,18.2,10.7,96,19.3,43,66.61666
2929,2025-05-03 01:00:00+00:00,Dubai,330,21.2,11.8,91,19.8,47,66.39667
2930,2025-05-03 02:00:00+00:00,Dubai,324,25.4,13.4,84,21,51.6,66.19666
2931,2025-05-03 03:00:00+00:00,Dubai,344,28.8,15,81,24.9,55.8,66.00667
2932,2025-05-03 04:00:00+00:00,Dubai,414,31.1,16.7,85,31.3,63.1,65.753334
2933,2025-05-03 05:00:00+00:00,Dubai,510,32.7,18.4,93,34.7,71.5,65.51667
2934,2025-05-03 06:00:00+00:00,Dubai,560,32.5,19.5,105,34.6,76.8,65.26
2935,2025-05-03 07:00:00+00:00,Dubai,520,29.1,19.6,123,34.8,78.9,65
2936,2025-05-03 08:00:00+00:00,Dubai,434,24,19.2,145,35.9,79.4,64.75
2937,2025-05-03 09:00:00+00:00,Dubai,365,20.3,18.3,162,35.9,77.5,65.818184
2938,2025-05-03 10:00:00+00:00,Dubai,331,19.1,16.9,170,36,72.4,67.27273
2939,2025-05-03 11:00:00+00:00,Dubai,315,19.3,15.1,172,34.9,68.5,67.63637
2940,2025-05-03 12:00:00+00:00,Dubai,324,17.3,12.4,165,22.2,35.9,66.36363
2941,2025-05-03 13:00:00+00:00,Dubai,375,21.6,12.1,159,21.9,32.8,65.27273
2942,2025-05-03 14:00:00+00:00,Dubai,451,27.7,11.8,151,22.6,32.7,63.818184
2943,2025-05-03 15:00:00+00:00,Dubai,517,33,12.1,141,25.6,34.1,62.946667
2944,2025-05-03 16:00:00+00:00,Dubai,568,37.3,13.5,130,29,38,62.776665
2945,2025-05-03 17:00:00+00:00,Dubai,608,41,15.5,117,30.7,41.3,62.676666
2946,2025-05-03 18:00:00+00:00,Dubai,611,42.4,17.1,108,32,44.2,62.609997
2947,2025-05-03 19:00:00+00:00,Dubai,554,40.2,18,105,31.8,49.4,62.573334
2948,2025-05-03 20:00:00+00:00,Dubai,460,35.8,18.5,104,30.6,52.6,62.53
2949,2025-05-03 21:00:00+00:00,Dubai,374,31.6,18.9,104,28.2,52.2,62.576668
2950,2025-05-03 22:00:00+00:00,Dubai,304,27.9,18.9,102,25.3,49.2,62.68667
2951,2025-05-03 23:00:00+00:00,Dubai,243,24.5,18.8,100,23.3,45.9,62.789997
2952,2025-05-04 00:00:00+00:00,Dubai,214,23,18.4,98,23,45.6,62.876667
2953,2025-05-04 01:00:00+00:00,Dubai,243,26,20.6,92,23.1,44.1,63
2954,2025-05-04 02:00:00+00:00,Dubai,304,30.3,23.6,84,25,43.9,63.11
2955,2025-05-04 03:00:00+00:00,Dubai,347,33.8,26.6,81,30.4,46.9,63.243332
2956,2025-05-04 04:00:00+00:00,Dubai,345,36.5,29.8,84,37.1,51.9,63.426666
2957,2025-05-04 05:00:00+00:00,Dubai,325,38.4,32.9,91,39.1,52.6,63.62
2958,2025-05-04 06:00:00+00:00,Dubai,315,38.2,33.9,102,38.3,49.4,63.766666
2959,2025-05-04 07:00:00+00:00,Dubai,331,34.3,31.1,122,36,46.3,63.889996
2960,2025-05-04 08:00:00+00:00,Dubai,358,28.2,26.2,147,34.9,45.9,63.929996
2961,2025-05-04 09:00:00+00:00,Dubai,377,23.4,22,164,35.4,46.9,66.181816
2962,2025-05-04 10:00:00+00:00,Dubai,377,20.5,19.4,167,33.4,47.7,66.72727
2963,2025-05-04 11:00:00+00:00,Dubai,370,18.8,17.4,161,31,49.8,65.63636
2964,2025-05-04 12:00:00+00:00,Dubai,370,18.2,16.2,131,23.6,38.6,63.663334
2965,2025-05-04 13:00:00+00:00,Dubai,377,23.7,16.2,124,24.1,38.5,63.710003
2966,2025-05-04 14:00:00+00:00,Dubai,393,31.3,16.3,114,25.8,40.7,63.783333
2967,2025-05-04 15:00:00+00:00,Dubai,435,36.9,16.7,106,26.5,42.6,63.89
2968,2025-05-04 16:00:00+00:00,Dubai,538,38.2,17.5,102,28.7,48,63.920002
2969,2025-05-04 17:00:00+00:00,Dubai,667,37.6,18.5,99,29.8,50.8,63.909996
2970,2025-05-04 18:00:00+00:00,Dubai,739,37.7,19.5,95,32,54.1,63.88
2971,2025-05-04 19:00:00+00:00,Dubai,695,40.5,20.7,88,33.9,56,63.88
2972,2025-05-04 20:00:00+00:00,Dubai,593,44.1,21.8,79,32.9,53.8,63.95
2973,2025-05-04 21:00:00+00:00,Dubai,527,45.5,22,72,29.2,47.8,64.026665
2974,2025-05-04 22:00:00+00:00,Dubai,542,42.5,20.4,69,25.1,41.3,64.06
2975,2025-05-04 23:00:00+00:00,Dubai,591,37.5,17.8,67,21.7,36.3,64.05333
2976,2025-05-05 00:00:00+00:00,Dubai,630,31.7,15.7,70,19.6,34.3,64
2977,2025-05-05 01:00:00+00:00,Dubai,634,34.2,16.2,64,18.4,32.2,63.886665
2978,2025-05-05 02:00:00+00:00,Dubai,627,37.8,17.1,56,19.2,32.8,63.730003
2979,2025-05-05 03:00:00+00:00,Dubai,637,41.8,18.8,52,25.3,39,63.536667
2980,2025-05-05 04:00:00+00:00,Dubai,697,47.6,22.5,53,35.9,50.4,63.366665
2981,2025-05-05 05:00:00+00:00,Dubai,774,53.8,26.9,58,39.1,56.9,63.326664
2982,2025-05-05 06:00:00+00:00,Dubai,790,55.4,29.1,69,37.3,57.5,63.326664
2983,2025-05-05 07:00:00+00:00,Dubai,691,48.5,27.1,92,32.2,53.2,63.293335
2984,2025-05-05 08:00:00+00:00,Dubai,531,36.9,22.8,122,28.8,49.5,63.166664
2985,2025-05-05 09:00:00+00:00,Dubai,404,27.7,18.9,143,27.9,48.2,62.963333
2986,2025-05-05 10:00:00+00:00,Dubai,339,23.1,16,149,26.7,46.3,63.454548
2987,2025-05-05 11:00:00+00:00,Dubai,307,20.8,13.4,146,24.4,43.5,62.909092
2988,2025-05-05 12:00:00+00:00,Dubai,306,18.5,11.9,113,19.2,37.7,62.270004
2989,2025-05-05 13:00:00+00:00,Dubai,351,22.7,11.9,107,20.2,36.2,62.123337
2990,2025-05-05 14:00:00+00:00,Dubai,429,28.4,11.8,100,21.8,36.9,61.993336
2991,2025-05-05 15:00:00+00:00,Dubai,492,31.9,11.8,95,22.8,38,61.860004
2992,2025-05-05 16:00:00+00:00,Dubai,529,31.4,11.9,96,23.8,39.9,61.73667
2993,2025-05-05 17:00:00+00:00,Dubai,553,28.7,11.9,101,25,43.4,61.573334
2994,2025-05-05 18:00:00+00:00,Dubai,556,26.2,11.8,104,26.4,46.2,61.41333
2995,2025-05-05 19:00:00+00:00,Dubai,532,24.8,11.2,106,27.8,47.7,61.22667
2996,2025-05-05 20:00:00+00:00,Dubai,487,23.5,10.5,106,28.2,48.1,61.023335
2997,2025-05-05 21:00:00+00:00,Dubai,438,22.1,10,106,28.1,49.1,60.866665
2998,2025-05-05 22:00:00+00:00,Dubai,374,19.9,10.1,104,30,57.3,60.83
2999,2025-05-05 23:00:00+00:00,Dubai,306,17.4,10.5,101,32.4,71.5,60.993332
3000,2025-05-06 00:00:00+00:00,Dubai,278,11.1,9.3,90,31.8,83.8,61.350002
3001,2025-05-06 01:00:00+00:00,Dubai,328,14.9,9.7,87,32.2,87.8,61.756664
3002,2025-05-06 02:00:00+00:00,Dubai,418,20,10.2,83,33.4,94.8,62.216667
3003,2025-05-06 03:00:00+00:00,Dubai,477,23.4,10.8,84,37.3,102.9,62.690002
3004,2025-05-06 04:00:00+00:00,Dubai,473,23.7,11.7,92,43.5,115.9,63.09
3005,2025-05-06 05:00:00+00:00,Dubai,438,22.3,12.7,103,40.6,138.8,63.343334
3006,2025-05-06 06:00:00+00:00,Dubai,399,20.4,13.2,116,41.4,136,64.57
3007,2025-05-06 07:00:00+00:00,Dubai,359,17.9,12.8,131,43,133.6,65.878334
3008,2025-05-06 08:00:00+00:00,Dubai,316,14.9,11.9,147,44.1,112.9,67.21833
